equipment_unit_id,site_id,equipment_category,serial_number,installed_date
EQ-00400,ST-0059,industrial_pump,SN-IND-64362,2010-02-04
EQ-00401,ST-0059,chiller,SN-CHI-16468,2016-01-24
EQ-00402,ST-0060,chiller,SN-CHI-41025,2011-07-12
EQ-00403,ST-0060,furnace,SN-FUR-40137,2012-07-11
EQ-00404,ST-0060,compressor,SN-COM-56121,2013-06-10
EQ-00405,ST-0060,switchgear,SN-SWI-66521,2014-11-26
EQ-00406,ST-0060,compressor,SN-COM-49541,2013-04-20
EQ-00407,ST-0060,chiller,SN-CHI-78759,2013-09-08
EQ-00408,ST-0060,control_panel,SN-CON-33554,2013-11-06
EQ-00409,ST-0060,hvac_unit,SN-HVA-43341,2007-12-14
EQ-00410,ST-0060,industrial_pump,SN-IND-84262,2018-02-03
EQ-00411,ST-0060,storage_tank,SN-STO-36978,2005-05-08
EQ-00412,ST-0060,storage_tank,SN-STO-86602,2006-05-07
EQ-00413,ST-0060,industrial_pump,SN-IND-64536,2015-12-06
EQ-00414,ST-0061,compressor,SN-COM-29907,2005-08-17
EQ-00415,ST-0061,switchgear,SN-SWI-93447,2012-03-23
EQ-00416,ST-0061,compressor,SN-COM-96278,2011-10-04
EQ-00417,ST-0061,chiller,SN-CHI-59684,2015-09-26
EQ-00418,ST-0062,hvac_unit,SN-HVA-46661,2013-12-17
EQ-00419,ST-0062,hvac_unit,SN-HVA-88428,2009-09-06
EQ-00420,ST-0062,furnace,SN-FUR-43522,2010-04-22
EQ-00421,ST-0062,hvac_unit,SN-HVA-84822,2006-01-24
EQ-00422,ST-0063,conveyor_system,SN-CON-83137,2010-01-24
EQ-00423,ST-0063,conveyor_system,SN-CON-22920,2010-01-01
EQ-00424,ST-0063,industrial_pump,SN-IND-55371,2017-03-07
EQ-00425,ST-0063,industrial_pump,SN-IND-95800,2015-07-10
EQ-00426,ST-0063,compressor,SN-COM-44771,2011-05-27
EQ-00427,ST-0063,switchgear,SN-SWI-95632,2012-05-27
EQ-00428,ST-0063,compressor,SN-COM-18472,2012-03-18
EQ-00429,ST-0063,industrial_pump,SN-IND-74836,2013-12-08
EQ-00430,ST-0064,compressor,SN-COM-28290,2013-04-27
EQ-00431,ST-0064,storage_tank,SN-STO-94477,2008-11-27
EQ-00432,ST-0064,storage_tank,SN-STO-87756,2005-03-17
EQ-00433,ST-0064,switchgear,SN-SWI-20474,2007-03-22
EQ-00434,ST-0064,conveyor_system,SN-CON-40618,2008-06-06
EQ-00435,ST-0064,furnace,SN-FUR-79783,2011-10-26
EQ-00436,ST-0064,switchgear,SN-SWI-82899,2011-09-12
EQ-00437,ST-0064,compressor,SN-COM-44079,2011-11-04
EQ-00438,ST-0065,boiler,SN-BOI-15977,2010-05-22
EQ-00439,ST-0065,switchgear,SN-SWI-56722,2015-10-16
EQ-00440,ST-0065,control_panel,SN-CON-27850,2018-08-27
EQ-00441,ST-0065,conveyor_system,SN-CON-74841,2018-04-18
EQ-00442,ST-0065,control_panel,SN-CON-38320,2010-10-26
EQ-00443,ST-0066,furnace,SN-FUR-65420,2014-03-02
EQ-00444,ST-0066,hvac_unit,SN-HVA-71234,2007-04-05
EQ-00445,ST-0066,control_panel,SN-CON-40161,2018-09-13
EQ-00446,ST-0066,industrial_pump,SN-IND-60011,2008-04-05
EQ-00447,ST-0066,conveyor_system,SN-CON-18976,2013-08-05
EQ-00448,ST-0066,industrial_pump,SN-IND-86916,2016-11-23
EQ-00449,ST-0066,hvac_unit,SN-HVA-64708,2010-07-21
EQ-00450,ST-0066,industrial_pump,SN-IND-74453,2016-02-16
EQ-00451,ST-0066,industrial_pump,SN-IND-73723,2017-08-07
EQ-00452,ST-0066,control_panel,SN-CON-68244,2011-08-22
EQ-00453,ST-0066,control_panel,SN-CON-70282,2016-11-07
EQ-00454,ST-0066,hvac_unit,SN-HVA-89115,2008-08-11
EQ-00455,ST-0067,compressor,SN-COM-39681,2007-03-22
EQ-00456,ST-0067,hvac_unit,SN-HVA-34274,2012-12-19
EQ-00457,ST-0067,conveyor_system,SN-CON-55872,2009-03-12
EQ-00458,ST-0067,switchgear,SN-SWI-30871,2013-12-15
EQ-00459,ST-0068,control_panel,SN-CON-40801,2017-04-16
EQ-00460,ST-0068,conveyor_system,SN-CON-82925,2009-02-25
EQ-00461,ST-0068,switchgear,SN-SWI-38604,2012-12-28
EQ-00462,ST-0068,industrial_pump,SN-IND-34906,2006-10-24
EQ-00463,ST-0068,storage_tank,SN-STO-77408,2013-08-18
EQ-00464,ST-0068,industrial_pump,SN-IND-24180,2005-04-01
EQ-00465,ST-0068,chiller,SN-CHI-81466,2006-11-17
EQ-00466,ST-0068,compressor,SN-COM-19795,2011-08-25
EQ-00467,ST-0069,switchgear,SN-SWI-42681,2008-02-14
EQ-00468,ST-0069,conveyor_system,SN-CON-25684,2008-01-27
EQ-00469,ST-0069,switchgear,SN-SWI-28646,2015-06-06
EQ-00470,ST-0069,compressor,SN-COM-22675,2018-01-05
EQ-00471,ST-0069,chiller,SN-CHI-42345,2008-12-25
EQ-00472,ST-0069,conveyor_system,SN-CON-95146,2010-07-14
EQ-00473,ST-0069,industrial_pump,SN-IND-27724,2013-12-11
EQ-00474,ST-0070,hvac_unit,SN-HVA-10180,2006-03-13
EQ-00475,ST-0070,switchgear,SN-SWI-34210,2006-03-20
EQ-00476,ST-0070,control_panel,SN-CON-25676,2012-02-21
EQ-00477,ST-0070,conveyor_system,SN-CON-55321,2013-02-14
EQ-00478,ST-0070,chiller,SN-CHI-38115,2013-02-24
EQ-00479,ST-0071,hvac_unit,SN-HVA-78302,2009-10-18
EQ-00480,ST-0071,chiller,SN-CHI-41721,2006-03-24
EQ-00481,ST-0072,furnace,SN-FUR-12720,2016-10-07
EQ-00482,ST-0072,boiler,SN-BOI-81607,2018-09-02
EQ-00483,ST-0072,chiller,SN-CHI-33840,2008-05-02
EQ-00484,ST-0073,switchgear,SN-SWI-52955,2012-02-01
EQ-00485,ST-0073,boiler,SN-BOI-38461,2005-10-15
EQ-00486,ST-0073,furnace,SN-FUR-47376,2007-11-15
EQ-00487,ST-0073,storage_tank,SN-STO-17140,2011-04-15
EQ-00488,ST-0073,furnace,SN-FUR-20872,2017-07-24
EQ-00489,ST-0073,switchgear,SN-SWI-80419,2009-10-11
EQ-00490,ST-0073,boiler,SN-BOI-82502,2016-05-19
EQ-00491,ST-0073,chiller,SN-CHI-85523,2015-12-27
EQ-00492,ST-0074,conveyor_system,SN-CON-68525,2015-12-25
EQ-00493,ST-0074,switchgear,SN-SWI-72596,2007-03-02
EQ-00494,ST-0074,switchgear,SN-SWI-51387,2009-08-28
EQ-00495,ST-0074,conveyor_system,SN-CON-80955,2010-02-05
EQ-00496,ST-0074,control_panel,SN-CON-79718,2006-08-24
EQ-00497,ST-0074,industrial_pump,SN-IND-86640,2007-09-28
EQ-00498,ST-0075,industrial_pump,SN-IND-88041,2015-05-21
EQ-00499,ST-0075,compressor,SN-COM-70130,2016-06-04
EQ-00500,ST-0075,chiller,SN-CHI-51888,2008-04-08
EQ-00501,ST-0075,industrial_pump,SN-IND-27025,2013-05-05
EQ-00502,ST-0075,hvac_unit,SN-HVA-21428,2016-05-12
EQ-00503,ST-0076,hvac_unit,SN-HVA-38532,2010-05-04
EQ-00504,ST-0076,switchgear,SN-SWI-36362,2018-06-11
EQ-00505,ST-0076,compressor,SN-COM-43584,2011-10-11
EQ-00506,ST-0076,furnace,SN-FUR-47865,2005-06-25
EQ-00507,ST-0076,industrial_pump,SN-IND-63022,2017-08-09
EQ-00508,ST-0076,conveyor_system,SN-CON-95676,2014-10-08
EQ-00509,ST-0076,hvac_unit,SN-HVA-63952,2008-07-21
EQ-00510,ST-0076,hvac_unit,SN-HVA-83844,2018-11-26
EQ-00511,ST-0076,storage_tank,SN-STO-10141,2005-12-28
EQ-00512,ST-0076,conveyor_system,SN-CON-96189,2018-03-16
EQ-00513,ST-0077,control_panel,SN-CON-57295,2005-09-12
EQ-00514,ST-0077,compressor,SN-COM-68877,2018-04-21
EQ-00515,ST-0077,control_panel,SN-CON-58631,2018-12-06
EQ-00516,ST-0077,boiler,SN-BOI-68234,2006-02-24
EQ-00517,ST-0077,control_panel,SN-CON-40086,2016-01-27
EQ-00518,ST-0077,hvac_unit,SN-HVA-63981,2011-02-17
EQ-00519,ST-0077,furnace,SN-FUR-42652,2010-10-03
EQ-00520,ST-0077,hvac_unit,SN-HVA-86717,2011-05-26
EQ-00521,ST-0077,furnace,SN-FUR-92455,2016-11-10
EQ-00522,ST-0077,furnace,SN-FUR-49731,2018-08-14
EQ-00523,ST-0078,switchgear,SN-SWI-44206,2007-06-16
EQ-00524,ST-0078,conveyor_system,SN-CON-44871,2012-03-08
EQ-00525,ST-0078,conveyor_system,SN-CON-23140,2015-05-11
EQ-00526,ST-0078,switchgear,SN-SWI-43557,2009-08-10
EQ-00527,ST-0078,conveyor_system,SN-CON-68243,2006-09-08
EQ-00528,ST-0078,control_panel,SN-CON-86360,2010-02-09
EQ-00529,ST-0078,furnace,SN-FUR-41353,2013-04-21
EQ-00530,ST-0078,boiler,SN-BOI-73833,2018-08-15
EQ-00531,ST-0078,boiler,SN-BOI-75091,2011-01-28
EQ-00532,ST-0078,control_panel,SN-CON-90585,2016-12-21
EQ-00533,ST-0079,switchgear,SN-SWI-19227,2012-12-08
EQ-00534,ST-0079,compressor,SN-COM-73491,2011-05-18
EQ-00535,ST-0079,conveyor_system,SN-CON-27982,2008-07-26
EQ-00536,ST-0079,hvac_unit,SN-HVA-28454,2018-04-10
EQ-00537,ST-0079,boiler,SN-BOI-17037,2005-05-20
EQ-00538,ST-0079,switchgear,SN-SWI-57495,2014-03-10
EQ-00539,ST-0079,hvac_unit,SN-HVA-26429,2007-05-01
EQ-00540,ST-0079,boiler,SN-BOI-48397,2006-11-19
EQ-00541,ST-0080,switchgear,SN-SWI-24700,2016-01-13
EQ-00542,ST-0080,switchgear,SN-SWI-35635,2015-02-05
EQ-00543,ST-0080,furnace,SN-FUR-12609,2016-03-14
EQ-00544,ST-0080,compressor,SN-COM-56507,2013-08-08
EQ-00545,ST-0080,boiler,SN-BOI-13650,2009-08-26
EQ-00546,ST-0080,hvac_unit,SN-HVA-67879,2009-07-25
EQ-00547,ST-0080,industrial_pump,SN-IND-26359,2015-04-02
EQ-00548,ST-0080,conveyor_system,SN-CON-55187,2017-10-05
EQ-00549,ST-0080,industrial_pump,SN-IND-32147,2017-07-17
EQ-00550,ST-0080,industrial_pump,SN-IND-58771,2008-08-06
EQ-00551,ST-0081,hvac_unit,SN-HVA-27075,2006-08-01
EQ-00552,ST-0081,switchgear,SN-SWI-12599,2011-02-21
EQ-00553,ST-0081,hvac_unit,SN-HVA-56193,2016-12-28
EQ-00554,ST-0081,chiller,SN-CHI-17496,2012-12-14
EQ-00555,ST-0081,hvac_unit,SN-HVA-69923,2010-04-20
EQ-00556,ST-0081,hvac_unit,SN-HVA-66864,2011-05-14
EQ-00557,ST-0081,conveyor_system,SN-CON-97916,2017-02-03
EQ-00558,ST-0082,boiler,SN-BOI-31220,2012-05-22
EQ-00559,ST-0082,boiler,SN-BOI-57583,2013-01-21
EQ-00560,ST-0082,control_panel,SN-CON-39518,2011-01-03
EQ-00561,ST-0083,furnace,SN-FUR-58977,2005-11-27
EQ-00562,ST-0083,conveyor_system,SN-CON-72968,2005-01-21
EQ-00563,ST-0083,hvac_unit,SN-HVA-34011,2008-03-21
EQ-00564,ST-0083,hvac_unit,SN-HVA-75270,2011-01-27
EQ-00565,ST-0083,switchgear,SN-SWI-39916,2013-05-07
EQ-00566,ST-0083,industrial_pump,SN-IND-22417,2014-07-23
EQ-00567,ST-0083,industrial_pump,SN-IND-84759,2017-12-23
EQ-00568,ST-0083,storage_tank,SN-STO-99088,2005-05-12
EQ-00569,ST-0083,hvac_unit,SN-HVA-48249,2014-07-18
EQ-00570,ST-0084,storage_tank,SN-STO-77558,2005-02-15
EQ-00571,ST-0084,switchgear,SN-SWI-12443,2006-06-25
EQ-00572,ST-0084,control_panel,SN-CON-78367,2017-05-28
EQ-00573,ST-0084,hvac_unit,SN-HVA-49149,2005-10-18
EQ-00574,ST-0084,boiler,SN-BOI-81058,2009-09-04
EQ-00575,ST-0084,boiler,SN-BOI-35070,2006-01-23
EQ-00576,ST-0085,boiler,SN-BOI-30195,2005-03-21
EQ-00577,ST-0085,hvac_unit,SN-HVA-43292,2010-11-23
EQ-00578,ST-0085,furnace,SN-FUR-78307,2012-07-11
EQ-00579,ST-0085,industrial_pump,SN-IND-78770,2014-02-11
EQ-00580,ST-0085,chiller,SN-CHI-35448,2005-02-17
EQ-00581,ST-0085,conveyor_system,SN-CON-10571,2014-04-18
EQ-00582,ST-0085,furnace,SN-FUR-34179,2015-03-15
EQ-00583,ST-0085,boiler,SN-BOI-52098,2008-09-26
EQ-00584,ST-0085,hvac_unit,SN-HVA-93721,2017-11-06
EQ-00585,ST-0085,boiler,SN-BOI-29946,2009-11-23
EQ-00586,ST-0085,furnace,SN-FUR-16822,2015-06-04
EQ-00587,ST-0085,chiller,SN-CHI-63375,2013-03-12
EQ-00588,ST-0086,control_panel,SN-CON-38399,2014-06-12
EQ-00589,ST-0086,furnace,SN-FUR-39659,2018-03-13
EQ-00590,ST-0086,furnace,SN-FUR-23139,2010-08-16
EQ-00591,ST-0086,switchgear,SN-SWI-35160,2008-06-16
EQ-00592,ST-0086,boiler,SN-BOI-14911,2018-07-14
EQ-00593,ST-0086,boiler,SN-BOI-14238,2010-10-15
EQ-00594,ST-0086,chiller,SN-CHI-86568,2010-12-01
EQ-00595,ST-0086,hvac_unit,SN-HVA-24515,2005-04-20
EQ-00596,ST-0086,boiler,SN-BOI-44338,2018-11-11
EQ-00597,ST-0086,furnace,SN-FUR-23938,2016-12-14
EQ-00598,ST-0086,industrial_pump,SN-IND-59720,2017-01-12
EQ-00599,ST-0087,switchgear,SN-SWI-50950,2012-06-28
EQ-00600,ST-0087,compressor,SN-COM-47397,2013-11-28
EQ-00601,ST-0087,switchgear,SN-SWI-59171,2009-08-07
EQ-00602,ST-0087,industrial_pump,SN-IND-60897,2017-04-15
EQ-00603,ST-0087,storage_tank,SN-STO-25900,2013-04-27
EQ-00604,ST-0087,boiler,SN-BOI-78557,2018-08-05
EQ-00605,ST-0087,switchgear,SN-SWI-53350,2006-10-17
EQ-00606,ST-0087,hvac_unit,SN-HVA-26542,2013-12-21
EQ-00607,ST-0087,storage_tank,SN-STO-31575,2016-06-03
EQ-00608,ST-0087,chiller,SN-CHI-75996,2007-04-12
EQ-00609,ST-0088,chiller,SN-CHI-99970,2013-12-04
EQ-00610,ST-0088,compressor,SN-COM-50527,2014-05-07
EQ-00611,ST-0088,hvac_unit,SN-HVA-28660,2014-10-03
EQ-00612,ST-0089,hvac_unit,SN-HVA-62640,2016-02-26
EQ-00613,ST-0089,industrial_pump,SN-IND-61718,2018-10-03
EQ-00614,ST-0089,chiller,SN-CHI-61094,2007-04-24
EQ-00615,ST-0089,boiler,SN-BOI-49425,2008-02-21
EQ-00616,ST-0089,switchgear,SN-SWI-86273,2016-07-05
EQ-00617,ST-0089,control_panel,SN-CON-98279,2014-03-16
EQ-00618,ST-0090,conveyor_system,SN-CON-91533,2009-12-03
EQ-00619,ST-0090,industrial_pump,SN-IND-24940,2014-12-06
EQ-00620,ST-0090,control_panel,SN-CON-99319,2014-10-23
EQ-00621,ST-0090,compressor,SN-COM-49888,2009-08-28
EQ-00622,ST-0090,control_panel,SN-CON-86199,2012-01-19
EQ-00623,ST-0090,chiller,SN-CHI-30429,2016-08-23
EQ-00624,ST-0090,industrial_pump,SN-IND-49025,2005-03-27
EQ-00625,ST-0090,storage_tank,SN-STO-28244,2018-10-25
EQ-00626,ST-0091,switchgear,SN-SWI-82548,2012-12-24
EQ-00627,ST-0091,industrial_pump,SN-IND-59099,2008-03-24
EQ-00628,ST-0091,control_panel,SN-CON-36582,2007-08-25
EQ-00629,ST-0091,conveyor_system,SN-CON-87706,2012-10-10
EQ-00630,ST-0092,control_panel,SN-CON-56854,2007-06-25
EQ-00631,ST-0092,conveyor_system,SN-CON-82813,2013-04-24
EQ-00632,ST-0092,compressor,SN-COM-14199,2014-02-04
EQ-00633,ST-0092,control_panel,SN-CON-89667,2005-02-16
EQ-00634,ST-0093,conveyor_system,SN-CON-23721,2013-12-19
EQ-00635,ST-0093,switchgear,SN-SWI-54324,2013-05-04
EQ-00636,ST-0093,industrial_pump,SN-IND-34859,2008-06-08
EQ-00637,ST-0093,switchgear,SN-SWI-81012,2007-06-06
EQ-00638,ST-0093,conveyor_system,SN-CON-58118,2015-07-21
EQ-00639,ST-0093,furnace,SN-FUR-63865,2008-04-21
EQ-00640,ST-0093,storage_tank,SN-STO-34092,2007-08-15
EQ-00641,ST-0093,furnace,SN-FUR-83461,2015-12-07
EQ-00642,ST-0093,boiler,SN-BOI-33097,2005-08-13
EQ-00643,ST-0093,conveyor_system,SN-CON-74153,2018-03-04
EQ-00644,ST-0093,switchgear,SN-SWI-89455,2011-09-28
EQ-00645,ST-0093,hvac_unit,SN-HVA-74742,2015-05-11
EQ-00646,ST-0094,furnace,SN-FUR-19469,2017-02-25
EQ-00647,ST-0094,storage_tank,SN-STO-74549,2014-06-26
EQ-00648,ST-0094,storage_tank,SN-STO-98278,2010-12-09
EQ-00649,ST-0095,boiler,SN-BOI-75812,2010-01-08
EQ-00650,ST-0095,compressor,SN-COM-36510,2008-08-28
EQ-00651,ST-0096,control_panel,SN-CON-28348,2007-08-17
EQ-00652,ST-0096,industrial_pump,SN-IND-48053,2018-06-03
EQ-00653,ST-0096,compressor,SN-COM-37708,2011-05-03
EQ-00654,ST-0096,compressor,SN-COM-47351,2016-05-19
EQ-00655,ST-0097,storage_tank,SN-STO-87293,2006-01-28
EQ-00656,ST-0097,furnace,SN-FUR-39391,2010-11-13
EQ-00657,ST-0097,chiller,SN-CHI-12079,2007-06-23
EQ-00658,ST-0097,compressor,SN-COM-10043,2009-06-01
EQ-00659,ST-0097,hvac_unit,SN-HVA-55133,2008-07-15
EQ-00660,ST-0097,switchgear,SN-SWI-40140,2011-08-26
EQ-00661,ST-0097,furnace,SN-FUR-62368,2006-04-25
EQ-00662,ST-0097,switchgear,SN-SWI-37811,2009-01-23
EQ-00663,ST-0097,industrial_pump,SN-IND-55610,2012-09-26
EQ-00664,ST-0098,switchgear,SN-SWI-77312,2010-12-15
EQ-00665,ST-0098,switchgear,SN-SWI-43187,2008-02-12
EQ-00666,ST-0098,control_panel,SN-CON-18595,2007-05-26
EQ-00667,ST-0098,switchgear,SN-SWI-72342,2006-08-06
EQ-00668,ST-0099,compressor,SN-COM-98084,2011-01-08
EQ-00669,ST-0099,chiller,SN-CHI-49850,2015-04-07
EQ-00670,ST-0099,storage_tank,SN-STO-60112,2015-03-19
EQ-00671,ST-0099,chiller,SN-CHI-67548,2011-01-22
EQ-00672,ST-0099,compressor,SN-COM-21050,2010-04-21
EQ-00673,ST-0099,storage_tank,SN-STO-49272,2017-05-01
EQ-00674,ST-0100,switchgear,SN-SWI-72352,2009-01-01
EQ-00675,ST-0100,storage_tank,SN-STO-94238,2017-04-19
EQ-00676,ST-0101,control_panel,SN-CON-68842,2010-03-23
EQ-00677,ST-0101,hvac_unit,SN-HVA-24533,2008-08-09
EQ-00678,ST-0102,hvac_unit,SN-HVA-63108,2007-04-13
EQ-00679,ST-0102,compressor,SN-COM-50914,2015-09-02
EQ-00680,ST-0102,switchgear,SN-SWI-39137,2007-04-12
EQ-00681,ST-0102,control_panel,SN-CON-71402,2007-09-19
EQ-00682,ST-0102,conveyor_system,SN-CON-48537,2007-07-25
EQ-00683,ST-0102,industrial_pump,SN-IND-15557,2014-07-05
EQ-00684,ST-0102,switchgear,SN-SWI-91054,2014-10-15
EQ-00685,ST-0102,compressor,SN-COM-95272,2018-08-20
EQ-00686,ST-0102,boiler,SN-BOI-92710,2014-06-07
EQ-00687,ST-0103,industrial_pump,SN-IND-51499,2014-02-25
EQ-00688,ST-0103,boiler,SN-BOI-22581,2011-03-17
EQ-00689,ST-0103,compressor,SN-COM-14379,2013-11-12
EQ-00690,ST-0104,boiler,SN-BOI-15266,2018-08-14
EQ-00691,ST-0104,chiller,SN-CHI-53499,2006-01-22
EQ-00692,ST-0105,conveyor_system,SN-CON-23523,2015-11-07
EQ-00693,ST-0105,industrial_pump,SN-IND-44478,2014-04-09
EQ-00694,ST-0105,chiller,SN-CHI-88078,2011-02-04
EQ-00695,ST-0105,hvac_unit,SN-HVA-77844,2014-01-07
EQ-00696,ST-0105,furnace,SN-FUR-70282,2009-05-27
EQ-00697,ST-0105,chiller,SN-CHI-82973,2016-02-06
EQ-00698,ST-0105,chiller,SN-CHI-79504,2007-06-19
EQ-00699,ST-0106,industrial_pump,SN-IND-64886,2010-01-11
EQ-00700,ST-0106,chiller,SN-CHI-22713,2012-06-11
EQ-00701,ST-0106,furnace,SN-FUR-82194,2011-04-27
EQ-00702,ST-0106,chiller,SN-CHI-30035,2007-12-06
EQ-00703,ST-0106,boiler,SN-BOI-28441,2018-03-15
EQ-00704,ST-0106,chiller,SN-CHI-85144,2009-11-28
EQ-00705,ST-0106,boiler,SN-BOI-42994,2018-08-17
EQ-00706,ST-0106,furnace,SN-FUR-36676,2006-03-21
EQ-00707,ST-0106,furnace,SN-FUR-61367,2009-11-02
EQ-00708,ST-0107,furnace,SN-FUR-15025,2007-08-27
EQ-00709,ST-0107,boiler,SN-BOI-35285,2011-03-26
EQ-00710,ST-0108,conveyor_system,SN-CON-44244,2015-08-12
EQ-00711,ST-0108,conveyor_system,SN-CON-57778,2013-09-08
EQ-00712,ST-0109,compressor,SN-COM-30725,2007-09-01
EQ-00713,ST-0109,industrial_pump,SN-IND-79263,2010-11-04
EQ-00714,ST-0110,switchgear,SN-SWI-22369,2006-05-05
EQ-00715,ST-0110,switchgear,SN-SWI-10519,2005-05-13
EQ-00716,ST-0110,hvac_unit,SN-HVA-56376,2011-07-26
EQ-00717,ST-0110,conveyor_system,SN-CON-34659,2006-08-25
EQ-00718,ST-0110,hvac_unit,SN-HVA-35502,2016-01-14
EQ-00719,ST-0110,furnace,SN-FUR-91771,2016-05-26
EQ-00720,ST-0111,storage_tank,SN-STO-73236,2008-08-08
EQ-00721,ST-0111,boiler,SN-BOI-84954,2007-06-22
EQ-00722,ST-0111,compressor,SN-COM-22180,2009-04-25
EQ-00723,ST-0111,storage_tank,SN-STO-44163,2015-01-05
EQ-00724,ST-0111,furnace,SN-FUR-66307,2009-10-02
EQ-00725,ST-0111,boiler,SN-BOI-36027,2012-11-18
EQ-00726,ST-0111,conveyor_system,SN-CON-36284,2005-12-22
EQ-00727,ST-0111,compressor,SN-COM-19510,2012-06-03
EQ-00728,ST-0112,control_panel,SN-CON-65806,2006-10-10
EQ-00729,ST-0112,chiller,SN-CHI-45582,2017-05-26
EQ-00730,ST-0112,hvac_unit,SN-HVA-87889,2011-01-26
EQ-00731,ST-0112,control_panel,SN-CON-39002,2012-03-03
EQ-00732,ST-0112,storage_tank,SN-STO-80439,2015-02-27
EQ-00733,ST-0112,conveyor_system,SN-CON-25535,2016-08-07
EQ-00734,ST-0112,hvac_unit,SN-HVA-27587,2005-03-10
EQ-00735,ST-0112,switchgear,SN-SWI-98267,2014-01-03
EQ-00736,ST-0112,hvac_unit,SN-HVA-25158,2012-06-06
EQ-00737,ST-0112,control_panel,SN-CON-74159,2009-02-04
EQ-00738,ST-0113,control_panel,SN-CON-44037,2006-12-16
EQ-00739,ST-0113,storage_tank,SN-STO-24167,2013-04-20
EQ-00740,ST-0113,storage_tank,SN-STO-79493,2014-10-02
EQ-00741,ST-0113,chiller,SN-CHI-44460,2018-03-12
EQ-00742,ST-0113,boiler,SN-BOI-21641,2014-06-20
EQ-00743,ST-0113,control_panel,SN-CON-72181,2011-03-16
EQ-00744,ST-0113,storage_tank,SN-STO-34769,2017-06-27
EQ-00745,ST-0113,hvac_unit,SN-HVA-75404,2009-02-23
EQ-00746,ST-0113,conveyor_system,SN-CON-58933,2009-05-23
EQ-00747,ST-0113,chiller,SN-CHI-55486,2007-12-22
EQ-00748,ST-0114,compressor,SN-COM-38039,2006-08-13
EQ-00749,ST-0114,control_panel,SN-CON-59893,2009-02-02
EQ-00750,ST-0115,boiler,SN-BOI-54375,2016-01-19
EQ-00751,ST-0115,control_panel,SN-CON-84420,2017-08-02
EQ-00752,ST-0115,conveyor_system,SN-CON-37433,2008-10-01
EQ-00753,ST-0115,industrial_pump,SN-IND-35363,2016-06-12
EQ-00754,ST-0115,control_panel,SN-CON-94533,2012-08-01
EQ-00755,ST-0115,chiller,SN-CHI-25602,2018-04-07
EQ-00756,ST-0115,compressor,SN-COM-26791,2013-12-16
EQ-00757,ST-0116,boiler,SN-BOI-72865,2013-07-08
EQ-00758,ST-0116,furnace,SN-FUR-66442,2009-04-21
EQ-00759,ST-0116,storage_tank,SN-STO-62104,2005-02-28
EQ-00760,ST-0116,storage_tank,SN-STO-88844,2005-08-03
EQ-00761,ST-0116,hvac_unit,SN-HVA-29051,2014-03-24
EQ-00762,ST-0116,switchgear,SN-SWI-85164,2013-02-19
EQ-00763,ST-0116,switchgear,SN-SWI-59635,2006-09-04
EQ-00764,ST-0116,control_panel,SN-CON-59699,2008-03-03
EQ-00765,ST-0116,hvac_unit,SN-HVA-15778,2017-05-07
EQ-00766,ST-0116,hvac_unit,SN-HVA-34607,2016-03-05
EQ-00767,ST-0117,switchgear,SN-SWI-97679,2017-12-24
EQ-00768,ST-0117,storage_tank,SN-STO-64126,2006-09-08
EQ-00769,ST-0117,boiler,SN-BOI-90645,2009-10-11
EQ-00770,ST-0117,chiller,SN-CHI-67804,2009-07-23
EQ-00771,ST-0117,chiller,SN-CHI-53365,2015-08-20
EQ-00772,ST-0117,furnace,SN-FUR-17957,2015-10-13
EQ-00773,ST-0118,boiler,SN-BOI-57997,2005-09-25
EQ-00774,ST-0118,furnace,SN-FUR-11774,2018-06-06
EQ-00775,ST-0119,control_panel,SN-CON-53684,2018-04-28
EQ-00776,ST-0119,switchgear,SN-SWI-96146,2011-12-01
EQ-00777,ST-0119,compressor,SN-COM-10285,2009-10-20
EQ-00778,ST-0119,hvac_unit,SN-HVA-81109,2010-03-25
EQ-00779,ST-0120,control_panel,SN-CON-77437,2007-11-17
EQ-00780,ST-0120,chiller,SN-CHI-39848,2014-02-06
EQ-00781,ST-0120,hvac_unit,SN-HVA-39927,2008-10-11
EQ-00782,ST-0120,hvac_unit,SN-HVA-32377,2010-03-12
EQ-00783,ST-0120,industrial_pump,SN-IND-37240,2018-10-22
EQ-00784,ST-0120,chiller,SN-CHI-19094,2013-08-17
EQ-00785,ST-0120,chiller,SN-CHI-57709,2009-06-12
EQ-00786,ST-0120,storage_tank,SN-STO-75717,2012-12-28
EQ-00787,ST-0120,hvac_unit,SN-HVA-46986,2005-12-11
EQ-00788,ST-0121,furnace,SN-FUR-47954,2016-06-06
EQ-00789,ST-0121,compressor,SN-COM-42376,2005-12-05
EQ-00790,ST-0121,industrial_pump,SN-IND-46483,2009-08-10
EQ-00791,ST-0121,storage_tank,SN-STO-30481,2005-09-03
EQ-00792,ST-0121,control_panel,SN-CON-24120,2007-03-06
EQ-00793,ST-0121,chiller,SN-CHI-59533,2005-01-09
EQ-00794,ST-0121,compressor,SN-COM-45342,2009-05-25
EQ-00795,ST-0121,storage_tank,SN-STO-74336,2008-11-10
EQ-00796,ST-0121,control_panel,SN-CON-76553,2010-10-27
EQ-00797,ST-0121,furnace,SN-FUR-86855,2009-06-10
EQ-00798,ST-0121,industrial_pump,SN-IND-99326,2018-03-23
EQ-00799,ST-0121,storage_tank,SN-STO-98866,2010-05-23
