work_order_id,line_number,line_kind,part_id,quantity,billed_hours,line_amount
WO-000167,1,PART,PT-0116,1,,189.29
WO-000167,2,PART,PT-0084,2,,95.51
WO-000167,3,LABOR,,,5.04,441.0
WO-000168,1,PART,PT-0144,1,,34.82
WO-000168,2,LABOR,,,5.25,288.75
WO-000169,1,PART,PT-0185,1,,30.17
WO-000169,2,PART,PT-0144,1,,37.08
WO-000169,3,LABOR,,,6.57,459.9
WO-000169,4,LABOR,,,8.13,569.1
WO-000170,1,PART,PT-0038,1,,15.61
WO-000170,2,LABOR,,,7.99,615.23
WO-000171,1,PART,PT-0108,2,,37.04
WO-000171,2,PART,PT-0074,1,,31.94
WO-000171,3,PART,PT-0069,1,,40.43
WO-000171,4,PART,PT-0108,1,,20.01
WO-000171,5,PART,PT-0053,2,,215.36
WO-000171,6,LABOR,,,7.13,499.1
WO-000172,1,PART,PT-0080,3,,70.1
WO-000172,2,PART,PT-0199,2,,76.33
WO-000172,3,PART,PT-0142,5,,392.56
WO-000172,4,LABOR,,,7.49,576.73
WO-000172,5,LABOR,,,5.99,461.23
WO-000173,1,PART,PT-0175,3,,99.21
WO-000173,2,LABOR,,,8.42,589.4
WO-000174,1,PART,PT-0108,3,,56.69
WO-000174,2,PART,PT-0071,1,,53.49
WO-000174,3,LABOR,,,4.27,298.9
WO-000174,4,LABOR,,,3.51,245.7
WO-000175,1,PART,PT-0152,1,,87.53
WO-000175,2,LABOR,,,2.8,215.6
WO-000175,3,LABOR,,,2.23,171.71
WO-000176,1,PART,PT-0089,1,,43.73
WO-000176,2,PART,PT-0139,1,,39.89
WO-000176,3,LABOR,,,3.01,263.38
WO-000177,1,PART,PT-0096,1,,171.39
WO-000177,2,PART,PT-0126,2,,270.91
WO-000177,3,LABOR,,,7.38,830.25
WO-000177,4,LABOR,,,9.13,1027.12
WO-000178,1,PART,PT-0169,1,,46.96
WO-000178,2,PART,PT-0004,1,,41.32
WO-000178,3,LABOR,,,5.13,577.12
WO-000178,4,LABOR,,,4.19,471.38
WO-000179,1,PART,PT-0092,3,,205.21
WO-000179,2,PART,PT-0092,2,,144.88
WO-000179,3,PART,PT-0114,1,,30.35
WO-000179,4,PART,PT-0157,2,,811.14
WO-000179,5,LABOR,,,6.78,522.06
WO-000181,1,PART,PT-0038,6,,90.3
WO-000181,2,PART,PT-0072,1,,68.51
WO-000181,3,LABOR,,,10.5,1039.5
WO-000182,1,PART,PT-0099,2,,90.09
WO-000182,2,PART,PT-0122,3,,308.52
WO-000182,3,PART,PT-0117,1,,410.81
WO-000182,4,LABOR,,,8.03,562.1
WO-000183,1,PART,PT-0192,3,,211.39
WO-000183,2,LABOR,,,2.86,157.3
WO-000184,1,PART,PT-0022,2,,188.31
WO-000184,2,PART,PT-0081,1,,50.8
WO-000184,3,PART,PT-0197,3,,1064.46
WO-000184,4,LABOR,,,10.4,572.0
WO-000185,1,PART,PT-0070,1,,18.63
WO-000185,2,LABOR,,,5.03,565.88
WO-000185,3,LABOR,,,4.82,542.25
WO-000186,1,PART,PT-0163,3,,320.31
WO-000186,2,PART,PT-0075,2,,64.6
WO-000186,3,PART,PT-0005,1,,27.32
WO-000186,4,PART,PT-0134,2,,79.94
WO-000186,5,PART,PT-0197,3,,1075.19
WO-000186,6,LABOR,,,3.65,328.5
WO-000187,1,LABOR,,,2.95,202.81
WO-000187,2,LABOR,,,2.35,161.56
WO-000188,1,PART,PT-0175,2,,68.76
WO-000188,2,PART,PT-0059,2,,77.96
WO-000188,3,PART,PT-0082,1,,90.35
WO-000188,4,LABOR,,,6.91,483.7
WO-000189,1,PART,PT-0023,1,,138.29
WO-000189,2,PART,PT-0111,2,,113.09
WO-000189,3,PART,PT-0174,3,,113.9
WO-000189,4,PART,PT-0057,1,,438.48
WO-000189,5,LABOR,,,9.17,641.9
WO-000189,6,LABOR,,,7.53,527.1
WO-000190,1,PART,PT-0013,1,,115.65
WO-000190,2,PART,PT-0150,1,,25.59
WO-000190,3,PART,PT-0183,4,,613.31
WO-000190,4,LABOR,,,1.32,101.64
WO-000190,5,LABOR,,,1.37,105.49
WO-000192,1,PART,PT-0034,1,,39.55
WO-000192,2,LABOR,,,0.6,33.0
WO-000192,3,LABOR,,,0.72,39.6
WO-000193,1,PART,PT-0047,1,,437.6
WO-000193,2,LABOR,,,3.49,244.3
WO-000194,1,PART,PT-0151,3,,152.15
WO-000194,2,LABOR,,,4.08,314.16
WO-000194,3,LABOR,,,5.41,416.57
WO-000195,1,PART,PT-0177,2,,901.49
WO-000195,2,LABOR,,,8.71,783.9
WO-000196,1,PART,PT-0018,3,,64.75
WO-000196,2,PART,PT-0153,1,,130.58
WO-000196,3,PART,PT-0155,5,,164.19
WO-000196,4,LABOR,,,1.16,63.8
WO-000196,5,LABOR,,,1.43,78.65
WO-000197,1,PART,PT-0140,2,,50.01
WO-000197,2,LABOR,,,3.37,203.89
WO-000198,1,PART,PT-0183,6,,834.04
WO-000198,2,PART,PT-0137,4,,2175.86
WO-000198,3,PART,PT-0140,1,,24.55
WO-000198,4,PART,PT-0077,1,,405.17
WO-000198,5,LABOR,,,2.58,225.75
WO-000198,6,LABOR,,,2.9,253.75
WO-000199,1,PART,PT-0110,3,,68.13
WO-000199,2,LABOR,,,27.24,1872.75
WO-000200,1,PART,PT-0025,1,,29.09
WO-000200,2,PART,PT-0172,2,,164.7
WO-000200,3,PART,PT-0014,1,,45.48
WO-000200,4,LABOR,,,7.42,519.4
WO-000200,5,LABOR,,,5.6,392.0
WO-000201,1,PART,PT-0108,3,,59.68
WO-000201,2,PART,PT-0040,2,,39.99
WO-000201,3,PART,PT-0015,1,,27.92
WO-000201,4,LABOR,,,3.57,321.3
WO-000202,1,PART,PT-0011,2,,108.48
WO-000202,2,PART,PT-0020,1,,27.9
WO-000203,1,PART,PT-0063,1,,129.69
WO-000203,2,PART,PT-0131,2,,122.34
WO-000203,3,PART,PT-0012,1,,94.67
WO-000203,4,LABOR,,,4.58,412.2
WO-000204,1,PART,PT-0070,6,,109.17
WO-000204,2,LABOR,,,3.48,210.54
WO-000205,1,PART,PT-0096,1,,193.86
WO-000205,2,PART,PT-0056,1,,177.39
WO-000205,3,PART,PT-0160,3,,69.93
WO-000205,4,PART,PT-0016,1,,183.77
WO-000205,5,LABOR,,,5.76,403.2
WO-000205,6,LABOR,,,4.26,298.2
WO-000206,1,PART,PT-0122,2,,203.92
WO-000206,2,PART,PT-0152,1,,92.77
WO-000206,3,PART,PT-0195,4,,89.54
WO-000206,4,PART,PT-0147,1,,477.3
WO-000206,5,PART,PT-0038,3,,44.19
WO-000206,6,LABOR,,,5.51,482.12
WO-000206,7,LABOR,,,5.51,482.12
WO-000207,1,PART,PT-0158,1,,17.46
WO-000207,2,PART,PT-0180,4,,109.67
WO-000207,3,LABOR,,,12.4,954.8
WO-000208,1,PART,PT-0119,1,,33.81
WO-000208,2,PART,PT-0104,3,,96.94
WO-000208,3,PART,PT-0139,1,,39.49
WO-000208,4,LABOR,,,6.93,485.1
WO-000209,1,PART,PT-0049,1,,40.08
WO-000209,2,PART,PT-0025,1,,28.14
WO-000209,3,PART,PT-0003,1,,116.33
WO-000209,4,LABOR,,,6.16,554.4
WO-000209,5,LABOR,,,6.53,587.7
WO-000210,1,PART,PT-0165,1,,30.84
WO-000210,2,PART,PT-0186,6,,773.22
WO-000210,3,LABOR,,,4.0,450.0
WO-000210,4,LABOR,,,5.46,614.25
WO-000211,1,PART,PT-0055,3,,76.59
WO-000211,2,PART,PT-0163,1,,98.03
WO-000211,3,LABOR,,,5.44,380.8
WO-000212,1,PART,PT-0079,3,,113.44
WO-000213,1,PART,PT-0110,1,,20.42
WO-000213,2,LABOR,,,4.17,252.29
WO-000214,1,PART,PT-0032,3,,288.29
WO-000215,1,PART,PT-0143,2,,233.13
WO-000215,2,LABOR,,,1.3,128.7
WO-000216,1,PART,PT-0003,2,,236.13
WO-000216,2,PART,PT-0022,4,,373.26
WO-000216,3,PART,PT-0039,1,,50.68
WO-000216,4,LABOR,,,7.49,524.3
WO-000217,1,PART,PT-0155,2,,60.17
WO-000217,2,PART,PT-0103,2,,230.53
WO-000217,3,PART,PT-0033,3,,402.0
WO-000217,4,PART,PT-0039,1,,51.15
WO-000217,5,PART,PT-0113,1,,147.35
WO-000217,6,LABOR,,,5.23,316.42
WO-000217,7,LABOR,,,5.35,323.68
WO-000218,1,LABOR,,,0.96,86.4
WO-000219,1,PART,PT-0066,1,,155.08
WO-000219,2,PART,PT-0132,3,,228.97
WO-000219,3,PART,PT-0165,1,,30.83
WO-000219,4,LABOR,,,9.1,550.55
WO-000219,5,LABOR,,,7.77,470.09
WO-000220,1,PART,PT-0101,1,,44.62
WO-000220,2,PART,PT-0086,3,,415.89
WO-000220,3,PART,PT-0068,4,,90.36
WO-000220,4,PART,PT-0037,1,,489.13
WO-000220,5,LABOR,,,11.31,622.05
WO-000221,1,PART,PT-0097,1,,505.99
WO-000221,2,PART,PT-0129,1,,41.49
WO-000221,3,PART,PT-0005,2,,51.84
WO-000221,4,LABOR,,,4.15,410.85
WO-000221,5,LABOR,,,5.56,550.44
WO-000222,1,PART,PT-0136,1,,160.52
WO-000222,2,LABOR,,,1.36,134.64
WO-000222,3,LABOR,,,1.36,134.64
WO-000223,1,PART,PT-0089,2,,77.47
WO-000223,2,LABOR,,,5.26,368.2
WO-000224,1,PART,PT-0124,1,,27.92
WO-000224,2,PART,PT-0175,1,,33.89
WO-000224,3,PART,PT-0016,2,,372.91
WO-000224,4,PART,PT-0054,5,,159.77
WO-000224,5,PART,PT-0189,1,,46.88
WO-000224,6,LABOR,,,6.03,596.97
WO-000225,1,PART,PT-0075,1,,29.86
WO-000225,2,PART,PT-0053,1,,107.79
WO-000225,3,LABOR,,,8.48,593.6
WO-000226,1,PART,PT-0030,1,,26.93
WO-000226,2,PART,PT-0067,1,,447.38
WO-000226,3,PART,PT-0046,2,,296.4
WO-000226,4,LABOR,,,4.02,221.1
WO-000227,1,PART,PT-0050,1,,27.19
WO-000227,2,PART,PT-0094,1,,35.52
WO-000227,3,PART,PT-0091,3,,162.01
WO-000227,4,LABOR,,,2.93,225.61
WO-000228,1,PART,PT-0053,1,,110.78
WO-000228,2,PART,PT-0012,1,,100.82
WO-000228,3,PART,PT-0136,1,,153.33
WO-000228,4,PART,PT-0037,3,,1532.69
WO-000228,5,LABOR,,,18.59,1626.62
WO-000229,1,PART,PT-0138,1,,17.7
WO-000229,2,PART,PT-0200,2,,51.04
WO-000229,3,PART,PT-0017,2,,1035.67
WO-000229,4,PART,PT-0092,2,,146.4
WO-000229,5,LABOR,,,6.93,419.27
WO-000230,1,PART,PT-0157,3,,1310.07
WO-000230,2,PART,PT-0105,3,,77.93
WO-000230,3,PART,PT-0105,1,,26.17
WO-000230,4,LABOR,,,3.93,216.15
WO-000230,5,LABOR,,,5.1,280.5
WO-000231,1,PART,PT-0099,1,,40.56
WO-000231,2,LABOR,,,1.73,104.67
WO-000231,3,LABOR,,,1.35,81.68
WO-000232,1,PART,PT-0110,1,,21.97
WO-000232,2,PART,PT-0192,3,,214.09
WO-000232,3,PART,PT-0182,1,,88.67
WO-000232,4,LABOR,,,3.94,238.37
WO-000233,1,PART,PT-0061,4,,161.99
WO-000233,2,LABOR,,,3.76,263.2
WO-000235,1,PART,PT-0026,1,,165.98
WO-000235,2,PART,PT-0097,4,,1993.96
WO-000235,3,PART,PT-0018,2,,41.03
WO-000235,4,LABOR,,,4.04,244.42
WO-000236,1,PART,PT-0151,1,,47.46
WO-000236,2,PART,PT-0042,2,,214.94
WO-000236,3,PART,PT-0138,2,,34.56
WO-000236,4,LABOR,,,4.95,346.5
WO-000237,1,PART,PT-0007,1,,373.25
WO-000237,2,PART,PT-0154,2,,63.99
WO-000237,3,PART,PT-0050,2,,51.45
WO-000237,4,PART,PT-0083,2,,216.48
WO-000237,5,LABOR,,,8.6,774.0
WO-000238,1,PART,PT-0075,3,,102.98
WO-000238,2,PART,PT-0141,1,,53.74
WO-000238,3,PART,PT-0057,1,,430.29
WO-000238,4,PART,PT-0193,6,,627.93
WO-000238,5,PART,PT-0162,2,,176.51
WO-000238,6,LABOR,,,9.53,833.88
WO-000239,1,PART,PT-0191,1,,43.2
WO-000239,2,LABOR,,,3.19,287.1
WO-000240,1,PART,PT-0047,1,,434.53
WO-000240,2,PART,PT-0072,1,,67.19
WO-000240,3,PART,PT-0179,3,,150.16
WO-000240,4,PART,PT-0049,1,,39.31
WO-000240,5,LABOR,,,7.53,527.1
WO-000241,1,PART,PT-0112,1,,86.54
WO-000241,2,PART,PT-0122,4,,396.04
WO-000241,3,LABOR,,,4.33,428.67
WO-000242,1,PART,PT-0141,5,,281.97
WO-000242,2,LABOR,,,1.34,103.18
WO-000243,1,PART,PT-0199,1,,39.2
WO-000243,2,LABOR,,,3.7,203.5
WO-000244,1,PART,PT-0146,1,,127.4
WO-000244,2,PART,PT-0189,2,,85.85
WO-000244,3,LABOR,,,22.9,1603.0
WO-000244,4,LABOR,,,21.37,1495.9
WO-000245,1,PART,PT-0088,4,,64.36
WO-000245,2,PART,PT-0120,2,,39.01
WO-000245,3,LABOR,,,3.32,182.6
WO-000246,1,PART,PT-0190,2,,50.84
WO-000246,2,PART,PT-0169,6,,274.78
WO-000246,3,PART,PT-0016,1,,178.86
WO-000246,4,PART,PT-0048,2,,39.67
WO-000246,5,LABOR,,,6.84,470.25
WO-000247,1,PART,PT-0136,1,,151.31
WO-000247,2,PART,PT-0074,1,,30.11
WO-000247,3,PART,PT-0041,1,,36.29
WO-000247,4,PART,PT-0170,1,,23.59
WO-000247,5,PART,PT-0108,1,,20.15
WO-000247,6,LABOR,,,9.46,936.54
WO-000247,7,LABOR,,,10.35,1024.65
WO-000248,1,PART,PT-0140,2,,52.91
WO-000248,2,PART,PT-0191,5,,231.38
WO-000248,3,PART,PT-0108,1,,19.64
WO-000248,4,LABOR,,,16.68,1167.6
WO-000249,1,PART,PT-0069,1,,38.49
WO-000249,2,PART,PT-0140,6,,158.76
WO-000249,3,LABOR,,,3.56,320.4
WO-000250,1,PART,PT-0030,1,,28.8
WO-000250,2,PART,PT-0149,5,,190.01
WO-000250,3,PART,PT-0060,2,,51.79
WO-000250,4,LABOR,,,7.83,704.7
WO-000250,5,LABOR,,,5.53,497.7
WO-000251,1,LABOR,,,1.38,106.26
WO-000251,2,LABOR,,,1.33,102.41
WO-000252,1,LABOR,,,0.87,60.9
WO-000252,2,LABOR,,,0.87,60.9
WO-000253,1,PART,PT-0127,1,,429.88
WO-000253,2,PART,PT-0092,1,,71.11
WO-000253,3,PART,PT-0114,2,,59.31
WO-000253,4,PART,PT-0062,6,,546.27
WO-000253,5,LABOR,,,4.3,236.5
WO-000253,6,LABOR,,,4.26,234.3
WO-000254,1,PART,PT-0052,1,,75.11
WO-000254,2,PART,PT-0053,2,,229.79
WO-000254,3,PART,PT-0039,1,,46.18
WO-000254,4,PART,PT-0111,3,,164.03
WO-000254,5,LABOR,,,2.36,212.4
WO-000254,6,LABOR,,,2.46,221.4
WO-000255,1,PART,PT-0016,1,,197.16
WO-000255,2,PART,PT-0118,2,,33.54
WO-000255,3,LABOR,,,2.17,167.09
WO-000256,1,PART,PT-0007,1,,354.93
WO-000256,2,PART,PT-0144,2,,68.52
WO-000256,3,PART,PT-0152,1,,88.94
WO-000256,4,PART,PT-0031,1,,59.03
WO-000256,5,PART,PT-0099,1,,41.11
WO-000256,6,LABOR,,,5.66,560.34
WO-000257,1,PART,PT-0141,3,,154.92
WO-000257,2,PART,PT-0145,1,,33.52
WO-000257,3,PART,PT-0175,1,,34.57
WO-000257,4,LABOR,,,7.28,560.56
WO-000258,1,PART,PT-0197,1,,392.97
WO-000258,2,LABOR,,,0.92,50.6
WO-000259,1,PART,PT-0069,1,,40.62
WO-000259,2,PART,PT-0022,3,,251.17
WO-000259,3,PART,PT-0164,1,,36.0
WO-000259,4,LABOR,,,6.87,377.85
WO-000259,5,LABOR,,,5.75,316.25
WO-000260,1,PART,PT-0083,2,,238.75
WO-000260,2,PART,PT-0135,5,,107.6
WO-000260,3,PART,PT-0116,3,,521.12
WO-000260,4,LABOR,,,3.84,211.2
WO-000261,1,PART,PT-0139,1,,38.52
WO-000261,2,PART,PT-0171,4,,165.39
WO-000261,3,LABOR,,,2.77,274.23
WO-000262,1,PART,PT-0100,1,,22.57
WO-000262,2,LABOR,,,6.94,419.87
WO-000262,3,LABOR,,,7.39,447.1
WO-000263,1,PART,PT-0029,1,,45.7
WO-000263,2,PART,PT-0165,1,,33.3
WO-000263,3,PART,PT-0110,1,,20.01
WO-000263,4,LABOR,,,3.99,395.01
WO-000264,1,PART,PT-0020,1,,27.18
WO-000264,2,PART,PT-0091,2,,108.92
WO-000264,3,LABOR,,,4.68,321.75
WO-000264,4,LABOR,,,3.97,272.94
WO-000265,1,PART,PT-0176,2,,268.43
WO-000265,2,LABOR,,,7.46,410.3
WO-000265,3,LABOR,,,7.6,418.0
WO-000266,1,PART,PT-0183,4,,591.55
WO-000266,2,PART,PT-0070,1,,17.98
WO-000266,3,LABOR,,,9.68,585.64
WO-000266,4,LABOR,,,10.96,663.08
WO-000267,1,PART,PT-0109,1,,49.34
WO-000267,2,PART,PT-0128,2,,38.9
WO-000267,3,PART,PT-0092,3,,214.45
WO-000267,4,PART,PT-0166,3,,447.18
WO-000267,5,PART,PT-0117,1,,454.36
WO-000267,6,LABOR,,,3.17,174.35
WO-000267,7,LABOR,,,2.57,141.35
WO-000268,1,PART,PT-0186,1,,120.41
WO-000268,2,LABOR,,,2.05,143.5
WO-000268,3,LABOR,,,1.72,120.4
WO-000269,1,PART,PT-0075,1,,33.5
WO-000269,2,PART,PT-0197,1,,380.14
WO-000269,3,PART,PT-0023,1,,139.02
WO-000269,4,LABOR,,,5.11,281.05
WO-000270,1,PART,PT-0156,1,,187.45
WO-000270,2,LABOR,,,6.34,383.57
WO-000271,1,PART,PT-0010,1,,23.04
WO-000271,2,PART,PT-0016,2,,378.68
WO-000271,3,LABOR,,,8.06,725.4
WO-000271,4,LABOR,,,11.08,997.2
WO-000272,1,PART,PT-0134,1,,39.32
WO-000272,2,PART,PT-0127,5,,2209.49
WO-000273,1,PART,PT-0117,1,,396.61
WO-000273,2,LABOR,,,3.07,276.3
WO-000274,1,PART,PT-0175,1,,32.92
WO-000274,2,PART,PT-0144,4,,140.38
WO-000274,3,LABOR,,,4.08,367.2
WO-000275,1,PART,PT-0005,1,,29.8
WO-000275,2,PART,PT-0030,1,,26.82
WO-000275,3,PART,PT-0064,3,,91.52
WO-000275,4,PART,PT-0199,6,,235.82
WO-000275,5,PART,PT-0013,4,,487.27
WO-000275,6,LABOR,,,13.08,915.6
WO-000276,1,PART,PT-0197,2,,751.28
WO-000276,2,PART,PT-0199,1,,40.92
WO-000276,3,LABOR,,,2.21,193.38
WO-000276,4,LABOR,,,1.8,157.5
WO-000277,1,PART,PT-0078,1,,21.82
WO-000277,2,PART,PT-0002,1,,80.05
WO-000277,3,PART,PT-0025,6,,174.72
WO-000277,4,PART,PT-0141,1,,51.59
WO-000277,5,PART,PT-0130,1,,23.04
WO-000277,6,LABOR,,,4.3,376.25
WO-000278,1,PART,PT-0002,1,,81.61
WO-000278,2,PART,PT-0003,1,,121.08
WO-000278,3,LABOR,,,7.02,386.1
WO-000278,4,LABOR,,,4.95,272.25
WO-000279,1,PART,PT-0045,1,,26.05
WO-000279,2,LABOR,,,2.1,127.05
WO-000280,1,PART,PT-0158,4,,71.68
WO-000280,2,PART,PT-0074,2,,66.91
WO-000280,3,LABOR,,,4.9,336.88
WO-000280,4,LABOR,,,5.94,408.38
WO-000281,1,PART,PT-0179,2,,95.78
WO-000281,2,LABOR,,,2.75,272.25
WO-000282,1,PART,PT-0196,6,,835.3
WO-000282,2,PART,PT-0055,4,,111.66
WO-000282,3,LABOR,,,7.75,697.5
WO-000283,1,PART,PT-0163,3,,298.78
WO-000283,2,PART,PT-0039,3,,136.9
WO-000283,3,LABOR,,,2.56,230.4
WO-000284,1,PART,PT-0018,2,,42.4
WO-000284,2,PART,PT-0171,1,,42.86
WO-000284,3,PART,PT-0049,2,,75.61
WO-000284,4,PART,PT-0109,1,,50.86
WO-000284,5,PART,PT-0019,1,,40.95
WO-000284,6,LABOR,,,3.21,176.55
WO-000285,1,PART,PT-0120,1,,18.83
WO-000285,2,LABOR,,,3.94,238.37
WO-000286,1,PART,PT-0162,1,,80.46
WO-000286,2,PART,PT-0054,2,,61.91
WO-000286,3,PART,PT-0179,1,,45.51
WO-000286,4,LABOR,,,3.94,354.6
WO-000287,1,PART,PT-0043,1,,163.41
WO-000287,2,LABOR,,,3.64,280.28
WO-000288,1,PART,PT-0082,1,,90.99
WO-000288,2,PART,PT-0053,1,,115.23
WO-000288,3,LABOR,,,9.97,767.69
WO-000289,1,PART,PT-0082,5,,453.67
WO-000289,2,PART,PT-0098,1,,18.26
WO-000289,3,PART,PT-0115,1,,21.85
WO-000289,4,PART,PT-0192,1,,80.41
WO-000289,5,LABOR,,,6.09,334.95
WO-000290,1,PART,PT-0092,3,,216.69
WO-000290,2,PART,PT-0148,5,,90.45
WO-000290,3,PART,PT-0092,1,,63.33
WO-000290,4,LABOR,,,11.36,781.0
WO-000290,5,LABOR,,,9.93,682.69
WO-000291,1,PART,PT-0001,2,,111.03
WO-000291,2,LABOR,,,11.07,608.85
WO-000291,3,LABOR,,,8.3,456.5
WO-000292,1,PART,PT-0067,1,,428.82
WO-000292,2,PART,PT-0158,1,,18.81
WO-000292,3,PART,PT-0189,2,,93.05
WO-000292,4,LABOR,,,11.93,656.15
WO-000293,1,PART,PT-0044,1,,32.49
WO-000293,2,PART,PT-0031,4,,212.49
WO-000293,3,LABOR,,,4.15,319.55
WO-000294,1,PART,PT-0186,2,,240.75
WO-000294,2,PART,PT-0080,5,,120.15
WO-000294,3,PART,PT-0199,1,,38.03
WO-000294,4,LABOR,,,2.26,158.2
WO-000294,5,LABOR,,,2.9,203.0
WO-000295,1,PART,PT-0090,1,,23.63
WO-000295,2,PART,PT-0070,6,,122.21
WO-000295,3,LABOR,,,8.79,791.1
WO-000296,1,PART,PT-0160,3,,67.36
WO-000296,2,PART,PT-0028,6,,94.45
WO-000296,3,PART,PT-0018,2,,43.03
WO-000296,4,PART,PT-0094,2,,73.89
WO-000296,5,PART,PT-0055,2,,49.95
WO-000296,6,LABOR,,,13.68,1231.2
WO-000296,7,LABOR,,,15.4,1386.0
WO-000297,1,PART,PT-0175,1,,31.33
WO-000297,2,LABOR,,,4.45,244.75
WO-000297,3,LABOR,,,5.74,315.7
WO-000298,1,PART,PT-0185,1,,30.52
WO-000298,2,PART,PT-0091,1,,52.6
WO-000298,3,PART,PT-0136,3,,491.38
WO-000298,4,PART,PT-0030,2,,57.53
WO-000298,5,LABOR,,,6.61,654.39
WO-000298,6,LABOR,,,7.94,786.06
WO-000299,1,PART,PT-0164,1,,36.96
WO-000299,2,PART,PT-0171,1,,44.92
WO-000299,3,PART,PT-0055,4,,101.78
WO-000299,4,LABOR,,,3.86,382.14
WO-000300,1,PART,PT-0067,3,,1283.81
WO-000300,2,PART,PT-0041,1,,39.45
WO-000300,3,PART,PT-0019,4,,160.12
WO-000300,4,PART,PT-0057,1,,401.64
WO-000300,5,LABOR,,,30.44,1841.62
WO-000300,6,LABOR,,,45.2,2734.6
WO-000301,1,PART,PT-0012,1,,100.84
WO-000301,2,LABOR,,,9.8,970.2
WO-000301,3,LABOR,,,12.36,1223.64
WO-000302,1,PART,PT-0115,1,,23.13
WO-000302,2,PART,PT-0165,1,,35.41
WO-000302,3,LABOR,,,5.4,326.7
WO-000303,1,PART,PT-0034,1,,42.05
WO-000303,2,LABOR,,,4.31,301.7
WO-000303,3,LABOR,,,3.87,270.9
WO-000304,1,PART,PT-0084,2,,91.62
WO-000304,2,LABOR,,,6.43,389.02
WO-000304,3,LABOR,,,6.93,419.27
WO-000305,1,PART,PT-0044,6,,204.07
WO-000305,2,PART,PT-0174,3,,105.52
WO-000305,3,PART,PT-0134,1,,39.06
WO-000305,4,LABOR,,,4.13,371.7
WO-000305,5,LABOR,,,5.09,458.1
WO-000306,1,PART,PT-0156,1,,204.82
WO-000306,2,PART,PT-0072,3,,197.94
WO-000306,3,PART,PT-0168,3,,62.58
WO-000306,4,LABOR,,,8.57,848.43
WO-000307,1,LABOR,,,2.71,208.67
WO-000308,1,PART,PT-0054,2,,66.42
WO-000308,2,PART,PT-0181,1,,50.53
WO-000308,3,LABOR,,,4.53,317.1
WO-000309,1,PART,PT-0091,1,,54.86
WO-000309,2,PART,PT-0200,4,,100.52
WO-000309,3,LABOR,,,5.54,426.58
WO-000310,1,PART,PT-0120,4,,83.58
WO-000310,2,PART,PT-0139,1,,39.32
WO-000310,3,PART,PT-0026,2,,348.17
WO-000310,4,LABOR,,,8.06,564.2
WO-000310,5,LABOR,,,11.77,823.9
WO-000311,1,PART,PT-0118,1,,16.27
WO-000311,2,PART,PT-0161,2,,110.08
WO-000311,3,PART,PT-0081,1,,50.07
WO-000311,4,PART,PT-0002,1,,85.18
WO-000311,5,LABOR,,,3.71,204.05
WO-000312,1,PART,PT-0127,4,,1670.19
WO-000312,2,PART,PT-0115,1,,21.13
WO-000312,3,PART,PT-0052,1,,71.93
WO-000312,4,PART,PT-0036,2,,271.88
WO-000312,5,PART,PT-0030,1,,25.98
WO-000312,6,LABOR,,,8.07,907.88
WO-000312,7,LABOR,,,5.97,671.62
WO-000314,1,PART,PT-0105,4,,103.73
WO-000314,2,LABOR,,,5.88,411.6
WO-000314,3,LABOR,,,6.41,448.7
WO-000315,1,PART,PT-0108,1,,20.05
WO-000315,2,LABOR,,,6.99,611.62
WO-000315,3,LABOR,,,6.55,573.12
WO-000316,1,PART,PT-0131,1,,61.61
WO-000316,2,LABOR,,,2.05,202.95
WO-000317,1,PART,PT-0103,2,,224.19
WO-000317,2,PART,PT-0099,1,,42.22
WO-000317,3,LABOR,,,3.74,226.27
WO-000318,1,PART,PT-0078,1,,20.92
WO-000318,2,PART,PT-0190,4,,105.2
WO-000318,3,PART,PT-0123,2,,260.55
WO-000318,4,LABOR,,,5.96,590.04
WO-000319,1,PART,PT-0019,1,,40.29
WO-000319,2,PART,PT-0154,1,,28.45
WO-000319,3,PART,PT-0025,1,,29.89
WO-000319,4,LABOR,,,2.85,219.45
WO-000320,1,PART,PT-0110,1,,20.66
WO-000320,2,PART,PT-0040,1,,20.18
WO-000320,3,PART,PT-0063,1,,131.01
WO-000320,4,LABOR,,,3.65,200.75
WO-000320,5,LABOR,,,4.53,249.15
WO-000321,1,PART,PT-0168,6,,127.99
WO-000321,2,PART,PT-0055,1,,25.32
WO-000321,3,PART,PT-0177,1,,479.78
WO-000321,4,LABOR,,,4.11,287.7
WO-000322,1,PART,PT-0183,2,,272.54
WO-000322,2,PART,PT-0069,4,,167.41
WO-000322,3,PART,PT-0007,2,,713.19
WO-000322,4,LABOR,,,5.03,497.97
WO-000323,1,PART,PT-0033,1,,126.08
WO-000323,2,PART,PT-0068,1,,21.46
WO-000323,3,PART,PT-0084,2,,95.41
WO-000323,4,LABOR,,,3.92,269.5
WO-000323,5,LABOR,,,4.83,332.06
WO-000324,1,PART,PT-0025,1,,28.15
WO-000324,2,PART,PT-0039,2,,91.53
WO-000324,3,LABOR,,,6.78,610.2
WO-000324,4,LABOR,,,5.7,513.0
WO-000325,1,PART,PT-0129,2,,86.6
WO-000325,2,PART,PT-0084,2,,94.97
WO-000325,3,LABOR,,,18.04,1785.96
WO-000325,4,LABOR,,,18.04,1785.96
WO-000326,1,PART,PT-0086,2,,267.6
WO-000326,2,PART,PT-0084,1,,43.04
WO-000326,3,LABOR,,,2.0,180.0
