work_order_id,response_sequence,responded_date,satisfaction_score
WO-005397,1,2018-09-02,10
WO-005398,1,2018-09-21,4
WO-005398,2,2018-10-05,6
WO-005400,1,2018-09-09,9
WO-005403,1,2018-09-05,7
WO-005403,2,2018-09-20,5
WO-005404,1,2018-08-29,9
WO-005405,1,2018-09-02,9
WO-005405,2,2018-09-26,7
WO-005406,1,2018-08-27,5
WO-005406,2,2018-09-10,8
WO-005407,1,2018-09-11,10
WO-005409,1,2018-08-29,7
WO-005410,1,2018-09-28,4
WO-005411,1,2018-08-29,7
WO-005414,1,2018-08-31,10
WO-005415,1,2018-09-10,8
WO-005417,1,2018-08-27,9
WO-005418,1,2018-09-03,8
WO-005419,1,2018-09-02,6
WO-005424,1,2018-09-03,8
WO-005426,1,2018-08-30,7
WO-005429,1,2018-09-04,9
WO-005430,1,2018-08-23,5
WO-005430,2,2018-08-30,8
WO-005431,1,2018-09-06,9
WO-005432,1,2018-09-18,7
WO-005436,1,2018-09-05,8
WO-005438,1,2018-09-26,3
WO-005438,2,2018-10-17,5
WO-005440,1,2018-08-29,8
WO-005441,1,2018-09-18,6
WO-005442,1,2018-09-04,8
WO-005442,2,2018-09-26,7
WO-005443,1,2018-08-27,9
WO-005448,1,2018-09-13,5
WO-005448,2,2018-10-08,8
WO-005449,1,2018-08-26,6
WO-005449,2,2018-09-16,5
WO-005453,1,2018-08-22,6
WO-005455,1,2018-09-10,6
WO-005456,1,2018-08-31,10
WO-005458,1,2018-09-03,4
WO-005458,2,2018-09-24,8
WO-005459,1,2018-09-10,8
WO-005460,1,2018-08-27,6
WO-005461,1,2018-09-29,4
WO-005465,1,2018-09-29,1
WO-005465,2,2018-10-06,5
WO-005466,1,2018-09-23,5
WO-005469,1,2018-09-11,7
WO-005470,1,2018-09-03,8
WO-005472,1,2018-09-06,9
WO-005474,1,2018-09-19,10
WO-005476,1,2018-08-31,7
WO-005482,1,2018-09-27,6
WO-005484,1,2018-09-17,8
WO-005484,2,2018-10-08,8
WO-005486,1,2018-08-31,10
WO-005487,1,2018-09-14,3
WO-005487,2,2018-10-12,7
WO-005493,1,2018-09-20,7
WO-005494,1,2018-09-09,8
WO-005496,1,2018-09-14,7
WO-005499,1,2018-09-09,8
WO-005500,1,2018-09-08,8
WO-005501,1,2018-09-13,9
WO-005502,1,2018-09-09,9
WO-005505,1,2018-09-02,8
WO-005506,1,2018-09-07,8
WO-005508,1,2018-08-27,8
WO-005509,1,2018-09-05,9
WO-005512,1,2018-09-11,10
WO-005514,1,2018-09-04,10
WO-005517,1,2018-09-13,9
WO-005518,1,2018-09-02,9
WO-005520,1,2018-09-13,9
WO-005522,1,2018-09-08,9
WO-005524,1,2018-09-10,7
WO-005525,1,2018-09-14,7
WO-005526,1,2018-09-02,9
WO-005528,1,2018-09-21,8
WO-005528,2,2018-10-02,8
WO-005529,1,2018-09-06,8
WO-005530,1,2018-09-12,5
WO-005530,2,2018-10-08,6
WO-005532,1,2018-09-07,10
WO-005534,1,2018-09-06,7
WO-005535,1,2018-09-11,7
WO-005539,1,2018-09-15,7
WO-005541,1,2018-09-16,1
WO-005541,2,2018-09-30,4
WO-005542,1,2018-09-21,9
WO-005546,1,2018-09-28,6
WO-005547,1,2018-09-23,10
WO-005548,1,2018-09-07,8
WO-005550,1,2018-09-10,10
WO-005551,1,2018-09-09,10
WO-005552,1,2018-09-28,4
WO-005552,2,2018-10-16,7
WO-005557,1,2018-09-20,9
WO-005558,1,2018-09-07,6
WO-005559,1,2018-09-19,3
WO-005559,2,2018-10-09,6
WO-005564,1,2018-09-17,8
WO-005565,1,2018-09-07,10
WO-005566,1,2018-09-22,7
WO-005567,1,2018-09-24,10
WO-005568,1,2018-09-07,6
WO-005569,1,2018-09-23,7
WO-005571,1,2018-09-30,3
WO-005571,2,2018-10-20,6
WO-005573,1,2018-09-09,8
WO-005574,1,2018-09-10,8
WO-005575,1,2018-09-13,8
WO-005576,1,2018-09-27,8
WO-005578,1,2018-09-14,8
WO-005580,1,2018-09-14,10
WO-005581,1,2018-09-11,6
WO-005582,1,2018-09-25,7
WO-005583,1,2018-09-21,10
WO-005586,1,2018-09-16,10
WO-005587,1,2018-09-15,9
WO-005588,1,2018-09-17,7
WO-005590,1,2018-09-17,8
WO-005591,1,2018-09-19,7
WO-005592,1,2018-09-12,7
WO-005592,2,2018-10-11,6
WO-005596,1,2018-09-22,8
WO-005599,1,2018-09-05,7
WO-005600,1,2018-09-26,9
WO-005603,1,2018-09-23,10
WO-005604,1,2018-09-16,10
WO-005606,1,2018-09-08,4
WO-005606,2,2018-09-21,7
WO-005607,1,2018-09-21,5
WO-005609,1,2018-09-24,8
WO-005610,1,2018-09-29,4
WO-005610,2,2018-10-06,7
WO-005611,1,2018-09-15,8
WO-005612,1,2018-09-15,10
WO-005613,1,2018-10-01,10
WO-005614,1,2018-09-10,9
WO-005616,1,2018-09-11,5
WO-005616,2,2018-09-28,8
WO-005618,1,2018-09-11,9
WO-005619,1,2018-09-14,9
WO-005621,1,2018-09-26,6
WO-005623,1,2018-09-28,7
WO-005630,1,2018-09-18,9
WO-005632,1,2018-10-20,4
WO-005632,2,2018-11-08,6
WO-005635,1,2018-10-01,8
WO-005636,1,2018-10-01,8
WO-005637,1,2018-10-06,9
WO-005639,1,2018-09-24,9
WO-005641,1,2018-09-20,10
WO-005642,1,2018-10-09,2
WO-005642,2,2018-10-26,7
WO-005645,1,2018-09-12,9
WO-005646,1,2018-09-23,2
WO-005646,2,2018-10-10,5
WO-005647,1,2018-09-15,6
WO-005648,1,2018-09-26,10
WO-005654,1,2018-09-24,6
WO-005655,1,2018-09-25,9
WO-005657,1,2018-09-25,8
WO-005657,2,2018-10-12,9
WO-005658,1,2018-10-09,5
WO-005658,2,2018-11-07,10
WO-005659,1,2018-09-27,9
WO-005662,1,2018-09-22,8
WO-005663,1,2018-09-17,5
WO-005663,2,2018-10-12,10
WO-005664,1,2018-09-18,7
WO-005668,1,2018-09-23,8
WO-005671,1,2018-09-23,10
WO-005672,1,2018-10-06,10
WO-005673,1,2018-09-28,10
WO-005674,1,2018-09-23,4
WO-005674,2,2018-10-10,5
WO-005676,1,2018-10-02,8
WO-005677,1,2018-09-25,7
WO-005678,1,2018-09-15,9
WO-005679,1,2018-09-30,8
WO-005681,1,2018-10-03,6
WO-005682,1,2018-09-12,8
WO-005683,1,2018-09-27,10
WO-005686,1,2018-09-14,8
WO-005687,1,2018-10-02,7
WO-005690,1,2018-10-06,10
WO-005690,2,2018-10-27,10
WO-005691,1,2018-10-05,8
WO-005693,1,2018-09-26,7
WO-005696,1,2018-09-24,7
WO-005697,1,2018-10-02,7
WO-005702,1,2018-10-03,7
WO-005703,1,2018-10-09,9
WO-005704,1,2018-09-21,6
WO-005705,1,2018-09-30,9
WO-005706,1,2018-09-20,9
WO-005707,1,2018-09-28,7
WO-005708,1,2018-10-02,7
WO-005710,1,2018-09-26,10
WO-005711,1,2018-10-01,6
WO-005712,1,2018-10-07,6
WO-005717,1,2018-10-07,8
WO-005719,1,2018-09-27,8
WO-005720,1,2018-09-20,8
WO-005722,1,2018-09-23,7
WO-005723,1,2018-09-28,7
WO-005725,1,2018-10-13,6
WO-005727,1,2018-09-22,7
WO-005728,1,2018-10-06,9
WO-005729,1,2018-09-30,8
WO-005732,1,2018-09-27,5
WO-005732,2,2018-10-10,7
WO-005734,1,2018-10-07,7
WO-005738,1,2018-10-09,8
WO-005741,1,2018-09-30,10
WO-005743,1,2018-10-08,9
WO-005747,1,2018-09-29,9
WO-005749,1,2018-09-27,8
WO-005750,1,2018-10-07,9
WO-005752,1,2018-10-09,9
WO-005754,1,2018-10-05,6
WO-005755,1,2018-09-26,10
WO-005756,1,2018-10-25,5
WO-005756,2,2018-11-19,6
WO-005757,1,2018-10-10,10
WO-005758,1,2018-10-01,9
WO-005759,1,2018-10-04,8
WO-005761,1,2018-10-02,8
WO-005762,1,2018-10-07,10
WO-005764,1,2018-10-02,10
WO-005766,1,2018-10-11,7
WO-005768,1,2018-10-03,10
WO-005769,1,2018-10-26,6
WO-005770,1,2018-10-13,8
WO-005771,1,2018-10-02,9
WO-005774,1,2018-10-24,7
WO-005774,2,2018-11-03,6
WO-005775,1,2018-10-11,9
WO-005776,1,2018-09-29,8
WO-005777,1,2018-10-07,6
WO-005778,1,2018-10-12,9
WO-005781,1,2018-10-10,7
WO-005784,1,2018-09-23,8
WO-005785,1,2018-10-06,8
WO-005786,1,2018-10-08,8
WO-005789,1,2018-10-04,9
WO-005790,1,2018-10-31,4
WO-005791,1,2018-10-31,4
WO-005791,2,2018-11-16,8
WO-005793,1,2018-09-27,8
WO-005794,1,2018-10-09,7
WO-005796,1,2018-10-13,7
WO-005798,1,2018-09-28,9
WO-005799,1,2018-10-03,5
WO-005799,2,2018-10-11,8
WO-005801,1,2018-10-13,10
WO-005802,1,2018-10-14,10
WO-005805,1,2018-10-12,10
WO-005806,1,2018-10-08,6
WO-005808,1,2018-10-02,8
WO-005810,1,2018-10-05,8
WO-005812,1,2018-10-03,7
WO-005815,1,2018-10-13,7
WO-005816,1,2018-10-11,8
WO-005817,1,2018-10-21,4
WO-005817,2,2018-11-08,5
WO-005818,1,2018-10-15,6
WO-005818,2,2018-11-05,5
WO-005820,1,2018-10-14,9
WO-005821,1,2018-10-12,9
WO-005826,1,2018-10-05,2
WO-005826,2,2018-11-02,7
WO-005827,1,2018-10-08,6
WO-005830,1,2018-11-04,9
WO-005831,1,2018-10-04,8
WO-005833,1,2018-10-08,9
WO-005835,1,2018-10-17,3
WO-005835,2,2018-11-02,6
WO-005837,1,2018-10-19,8
WO-005838,1,2018-10-25,9
WO-005839,1,2018-10-24,8
WO-005841,1,2018-10-09,7
WO-005841,2,2018-10-24,8
WO-005846,1,2018-10-06,8
WO-005847,1,2018-10-20,6
WO-005848,1,2018-10-12,8
WO-005849,1,2018-10-11,10
WO-005851,1,2018-10-18,8
WO-005852,1,2018-10-12,6
WO-005853,1,2018-10-17,6
WO-005856,1,2018-10-19,10
WO-005858,1,2018-10-09,4
WO-005858,2,2018-11-03,7
WO-005859,1,2018-10-25,8
WO-005860,1,2018-10-20,4
WO-005860,2,2018-11-06,6
WO-005862,1,2018-10-23,7
WO-005865,1,2018-10-18,7
WO-005866,1,2018-10-20,6
WO-005867,1,2018-10-22,9
WO-005870,1,2018-10-22,6
WO-005871,1,2018-10-25,7
WO-005875,1,2018-10-31,4
WO-005878,1,2018-10-29,7
WO-005878,2,2018-11-22,9
WO-005879,1,2018-10-30,10
WO-005880,1,2018-10-10,9
WO-005882,1,2018-10-06,7
WO-005884,1,2018-10-19,8
WO-005885,1,2018-10-06,7
WO-005886,1,2018-11-04,7
WO-005887,1,2018-11-01,7
WO-005888,1,2018-10-21,8
WO-005889,1,2018-10-16,7
WO-005892,1,2018-10-14,10
WO-005893,1,2018-10-15,10
WO-005895,1,2018-10-16,9
WO-005896,1,2018-10-22,7
WO-005898,1,2018-11-14,7
WO-005899,1,2018-10-19,8
WO-005899,2,2018-11-08,8
WO-005904,1,2018-10-27,7
WO-005906,1,2018-10-24,6
WO-005908,1,2018-10-20,7
WO-005909,1,2018-10-31,9
WO-005910,1,2018-10-14,6
WO-005913,1,2018-10-24,9
WO-005921,1,2018-11-01,8
WO-005922,1,2018-11-04,8
WO-005923,1,2018-10-21,8
WO-005924,1,2018-10-26,8
WO-005925,1,2018-10-12,3
WO-005925,2,2018-10-29,5
WO-005927,1,2018-10-28,6
WO-005929,1,2018-10-22,6
WO-005930,1,2018-11-10,9
WO-005931,1,2018-10-25,8
WO-005932,1,2018-11-12,1
WO-005932,2,2018-11-24,6
WO-005933,1,2018-10-16,5
WO-005933,2,2018-10-27,10
WO-005934,1,2018-11-02,6
WO-005937,1,2018-11-05,5
WO-005937,2,2018-11-16,8
WO-005938,1,2018-10-24,8
WO-005939,1,2018-11-02,9
WO-005940,1,2018-10-24,7
WO-005941,1,2018-10-23,8
WO-005944,1,2018-10-27,5
WO-005945,1,2018-10-20,6
WO-005945,2,2018-11-08,5
WO-005946,1,2018-10-27,9
WO-005949,1,2018-11-06,9
WO-005952,1,2018-11-06,9
WO-005953,1,2018-10-16,10
WO-005955,1,2018-11-03,8
WO-005957,1,2018-11-06,4
WO-005957,2,2018-11-25,6
WO-005958,1,2018-11-03,10
WO-005959,1,2018-11-03,7
WO-005960,1,2018-10-28,9
WO-005961,1,2018-10-31,8
WO-005962,1,2018-11-15,3
WO-005962,2,2018-11-26,7
WO-005966,1,2018-10-27,7
WO-005967,1,2018-11-18,3
WO-005967,2,2018-11-29,7
WO-005968,1,2018-11-18,7
WO-005971,1,2018-11-14,8
WO-005973,1,2018-10-29,7
WO-005975,1,2018-11-04,8
WO-005978,1,2018-10-24,10
WO-005981,1,2018-11-11,6
WO-005983,1,2018-10-21,8
WO-005985,1,2018-11-12,7
WO-005988,1,2018-11-04,3
WO-005988,2,2018-11-25,5
WO-005991,1,2018-11-07,9
WO-005995,1,2018-10-31,8
WO-005996,1,2018-11-21,5
WO-005997,1,2018-11-16,7
WO-005997,2,2018-11-23,7
WO-005998,1,2018-11-01,8
WO-005999,1,2018-11-10,10
WO-006000,1,2018-10-30,8
WO-006004,1,2018-11-19,8
WO-006007,1,2018-11-13,8
WO-006011,1,2018-10-26,9
WO-006012,1,2018-11-19,9
WO-006013,1,2018-11-02,9
WO-006016,1,2018-11-26,10
WO-006017,1,2018-11-17,8
WO-006018,1,2018-11-11,10
WO-006020,1,2018-11-03,7
WO-006021,1,2018-11-08,4
WO-006021,2,2018-11-24,9
WO-006023,1,2018-11-09,7
WO-006026,1,2018-10-23,8
WO-006027,1,2018-10-31,9
WO-006028,1,2018-11-03,7
WO-006029,1,2018-11-23,7
WO-006031,1,2018-11-04,7
WO-006032,1,2018-11-13,7
WO-006034,1,2018-11-06,10
WO-006037,1,2018-10-28,8
WO-006038,1,2018-10-29,8
WO-006039,1,2018-11-01,8
WO-006042,1,2018-11-21,7
WO-006043,1,2018-11-09,8
WO-006045,1,2018-11-22,8
WO-006049,1,2018-11-11,10
WO-006053,1,2018-11-17,6
WO-006056,1,2018-11-19,5
WO-006056,2,2018-12-18,7
WO-006057,1,2018-11-12,8
WO-006060,1,2018-11-27,3
WO-006060,2,2018-12-22,5
WO-006061,1,2018-11-25,8
WO-006062,1,2018-11-14,10
WO-006064,1,2018-11-04,8
WO-006064,2,2018-12-03,9
WO-006067,1,2018-11-04,8
WO-006068,1,2018-11-25,8
WO-006075,1,2018-12-05,4
WO-006075,2,2018-12-29,8
WO-006077,1,2018-11-01,9
WO-006078,1,2018-11-14,10
WO-006079,1,2018-11-10,9
WO-006081,1,2018-11-18,8
WO-006085,1,2018-11-28,7
WO-006087,1,2018-11-15,5
WO-006089,1,2018-11-13,7
WO-006092,1,2018-11-16,8
WO-006096,1,2018-11-23,7
WO-006097,1,2018-11-13,7
WO-006098,1,2018-11-14,7
WO-006099,1,2018-11-17,5
WO-006099,2,2018-12-06,7
WO-006100,1,2018-11-29,6
WO-006101,1,2018-11-16,8
WO-006102,1,2018-11-28,6
WO-006103,1,2018-11-20,8
WO-006106,1,2018-11-23,7
WO-006106,2,2018-12-22,7
WO-006107,1,2018-11-12,9
WO-006109,1,2018-11-17,8
WO-006111,1,2018-11-24,8
WO-006114,1,2018-11-21,7
WO-006115,1,2018-11-10,10
WO-006116,1,2018-11-24,8
WO-006119,1,2018-11-12,6
WO-006120,1,2018-11-17,8
WO-006121,1,2018-11-25,8
WO-006121,2,2018-12-11,8
WO-006127,1,2018-11-19,7
WO-006128,1,2018-11-22,8
WO-006129,1,2018-12-06,5
WO-006129,2,2019-01-04,7
WO-006131,1,2018-12-03,2
WO-006131,2,2018-12-18,5
WO-006133,1,2018-11-10,6
WO-006135,1,2018-11-22,5
WO-006141,1,2018-11-12,7
WO-006146,1,2018-11-25,8
WO-006147,1,2018-11-23,6
WO-006150,1,2018-11-21,7
WO-006152,1,2018-11-19,7
WO-006154,1,2018-11-16,8
WO-006155,1,2018-11-23,6
WO-006157,1,2018-11-23,8
WO-006159,1,2018-11-28,3
WO-006159,2,2018-12-23,7
WO-006160,1,2018-11-29,5
WO-006160,2,2018-12-06,9
WO-006162,1,2018-12-02,8
WO-006165,1,2018-11-14,8
WO-006167,1,2018-11-22,7
WO-006170,1,2018-12-01,7
WO-006174,1,2018-11-19,6
WO-006175,1,2018-11-28,6
WO-006175,2,2018-12-12,5
WO-006176,1,2018-11-29,7
WO-006177,1,2018-12-05,6
WO-006179,1,2018-11-22,9
WO-006181,1,2018-11-23,7
WO-006182,1,2018-12-02,8
WO-006184,1,2018-11-22,10
WO-006185,1,2018-11-26,8
WO-006186,1,2018-11-22,8
WO-006187,1,2018-11-24,8
WO-006190,1,2018-11-26,10
WO-006191,1,2018-11-25,10
WO-006192,1,2018-11-27,10
WO-006193,1,2018-11-22,8
WO-006196,1,2018-12-10,7
WO-006199,1,2018-11-26,7
WO-006203,1,2018-12-01,7
WO-006206,1,2018-11-23,8
WO-006207,1,2018-11-25,8
WO-006209,1,2018-11-23,9
WO-006210,1,2018-12-06,8
WO-006211,1,2018-11-27,7
WO-006215,1,2018-12-09,8
WO-006224,1,2018-11-30,5
WO-006224,2,2018-12-10,7
WO-006232,1,2018-12-04,9
WO-006233,1,2018-12-01,6
WO-006235,1,2018-12-08,7
WO-006236,1,2018-12-03,6
WO-006237,1,2018-12-06,9
WO-006238,1,2018-11-27,7
WO-006239,1,2018-12-02,8
WO-006240,1,2018-12-09,10
WO-006241,1,2018-12-12,8
WO-006242,1,2018-12-19,4
WO-006242,2,2019-01-17,4
WO-006244,1,2018-12-08,10
WO-006245,1,2018-11-27,7
WO-006249,1,2018-11-28,8
WO-006250,1,2018-12-06,8
WO-006254,1,2018-11-30,7
WO-006255,1,2018-12-04,4
WO-006255,2,2018-12-30,8
WO-006260,1,2018-12-07,8
WO-006261,1,2018-12-11,8
WO-006261,2,2018-12-24,10
WO-006262,1,2018-12-08,7
WO-006263,1,2018-12-17,8
WO-006264,1,2018-12-07,5
WO-006264,2,2018-12-25,7
WO-006265,1,2018-12-10,6
WO-006266,1,2018-12-15,10
WO-006267,1,2018-12-11,6
WO-006270,1,2018-11-26,8
WO-006271,1,2018-12-25,7
WO-006274,1,2018-11-26,10
WO-006275,1,2018-12-10,4
WO-006275,2,2019-01-06,9
WO-006280,1,2018-12-01,8
WO-006280,2,2018-12-24,8
WO-006284,1,2018-12-17,9
WO-006285,1,2018-12-03,7
WO-006289,1,2018-12-03,10
WO-006290,1,2018-12-09,9
WO-006295,1,2018-12-12,9
WO-006298,1,2018-12-12,5
WO-006298,2,2019-01-09,8
WO-006300,1,2018-12-06,9
WO-006301,1,2018-12-06,9
WO-006302,1,2018-12-09,8
WO-006306,1,2018-12-16,6
WO-006307,1,2018-12-16,9
WO-006309,1,2018-12-20,5
WO-006309,2,2019-01-03,8
WO-006310,1,2018-12-14,6
WO-006311,1,2018-12-15,7
WO-006312,1,2018-11-26,8
WO-006313,1,2018-12-07,6
WO-006314,1,2018-12-03,10
WO-006316,1,2018-12-10,6
WO-006318,1,2018-12-14,6
WO-006319,1,2018-12-14,6
WO-006320,1,2018-12-22,7
WO-006321,1,2018-12-17,6
WO-006322,1,2018-12-14,6
WO-006323,1,2018-12-09,7
WO-006325,1,2018-12-11,6
WO-006327,1,2018-12-11,8
WO-006329,1,2018-12-14,7
WO-006331,1,2018-11-30,7
WO-006332,1,2018-12-25,6
WO-006333,1,2018-12-11,8
WO-006334,1,2018-12-14,9
WO-006338,1,2018-12-18,10
WO-006340,1,2018-12-22,7
WO-006341,1,2018-12-20,6
WO-006342,1,2018-12-16,8
WO-006345,1,2018-12-16,9
WO-006346,1,2018-12-31,6
WO-006347,1,2018-12-05,10
WO-006349,1,2018-12-02,8
WO-006350,1,2018-12-13,9
WO-006351,1,2018-12-01,10
WO-006352,1,2018-12-09,10
WO-006355,1,2018-12-21,9
WO-006356,1,2018-12-23,5
WO-006356,2,2019-01-08,7
WO-006357,1,2018-12-30,8
WO-006358,1,2018-12-18,6
WO-006362,1,2018-12-17,7
WO-006363,1,2018-12-23,8
WO-006364,1,2019-01-12,5
WO-006365,1,2018-12-22,7
WO-006365,2,2019-01-07,7
WO-006366,1,2018-12-05,9
WO-006369,1,2018-12-25,8
WO-006370,1,2018-12-19,7
WO-006372,1,2018-12-06,6
WO-006373,1,2019-01-13,6
WO-006375,1,2018-12-21,8
WO-006377,1,2018-12-27,7
WO-006378,1,2018-12-10,5
WO-006379,1,2018-12-22,8
WO-006381,1,2019-01-04,4
WO-006381,2,2019-02-02,8
WO-006384,1,2018-12-20,10
WO-006385,1,2018-12-21,7
WO-006387,1,2018-12-22,7
WO-006392,1,2018-12-18,10
WO-006392,2,2018-12-26,10
WO-006393,1,2018-12-25,6
WO-006397,1,2018-12-22,8
WO-006398,1,2018-12-06,7
WO-006399,1,2018-12-19,8
WO-006401,1,2018-12-30,8
WO-006403,1,2018-12-22,6
WO-006404,1,2018-12-25,8
WO-006405,1,2018-12-30,4
WO-006405,2,2019-01-24,5
WO-006409,1,2018-12-26,9
WO-006411,1,2018-12-11,7
WO-006413,1,2018-12-26,9
WO-006415,1,2018-12-25,7
WO-006416,1,2018-12-22,3
WO-006416,2,2018-12-30,7
WO-006417,1,2018-12-09,6
WO-006418,1,2018-12-29,6
WO-006419,1,2018-12-11,8
WO-006420,1,2018-12-21,9
WO-006421,1,2019-01-03,8
WO-006426,1,2019-01-04,10
WO-006428,1,2018-12-14,8
WO-006429,1,2018-12-26,7
WO-006432,1,2018-12-20,7
WO-006434,1,2018-12-23,4
WO-006435,1,2018-12-26,5
WO-006436,1,2018-12-31,10
WO-006438,1,2018-12-23,8
WO-006440,1,2019-01-06,5
WO-006440,2,2019-01-24,9
WO-006441,1,2018-12-29,8
WO-006442,1,2018-12-13,8
WO-006444,1,2018-12-22,6
WO-006446,1,2018-12-17,7
WO-006446,2,2018-12-27,6
WO-006447,1,2019-01-05,10
WO-006448,1,2018-12-18,9
WO-006449,1,2019-01-14,5
WO-006449,2,2019-01-31,8
WO-006452,1,2018-12-25,6
WO-006453,1,2018-12-22,10
WO-006455,1,2019-01-01,3
WO-006455,2,2019-01-09,4
WO-006458,1,2018-12-25,9
WO-006460,1,2018-12-28,7
WO-006461,1,2018-12-30,7
WO-006462,1,2019-01-01,5
WO-006463,1,2018-12-26,8
WO-006464,1,2019-01-10,5
WO-006466,1,2019-01-15,7
WO-006467,1,2019-01-15,4
WO-006467,2,2019-01-28,6
WO-006468,1,2019-01-02,10
WO-006473,1,2018-12-22,8
WO-006474,1,2019-01-10,7
WO-006475,1,2018-12-18,9
WO-006476,1,2019-01-06,6
WO-006477,1,2019-01-03,7
WO-006483,1,2019-01-04,6
WO-006484,1,2018-12-27,7
WO-006485,1,2019-01-09,8
WO-006486,1,2018-12-24,9
WO-006488,1,2018-12-19,8
WO-006489,1,2018-12-26,9
WO-006490,1,2019-01-10,5
WO-006492,1,2019-01-15,7
WO-006493,1,2018-12-22,7
WO-006494,1,2018-12-30,6
WO-006495,1,2019-01-03,9
WO-006496,1,2018-12-28,10
WO-006497,1,2019-01-07,7
WO-006498,1,2019-01-05,6
WO-006501,1,2019-01-15,9
WO-006502,1,2018-12-30,10
WO-006503,1,2019-01-08,7
WO-006508,1,2019-01-01,7
WO-006509,1,2019-01-10,8
WO-006510,1,2018-12-26,9
WO-006511,1,2018-12-24,9
WO-006515,1,2019-01-14,8
WO-006517,1,2019-01-08,8
WO-006518,1,2019-01-16,7
WO-006519,1,2019-01-12,7
WO-006520,1,2019-01-06,6
WO-006521,1,2019-01-09,8
WO-006523,1,2019-01-06,8
WO-006526,1,2019-01-04,7
WO-006526,2,2019-01-29,6
WO-006527,1,2019-01-05,7
WO-006528,1,2019-01-03,8
WO-006530,1,2019-01-13,8
WO-006531,1,2018-12-27,6
WO-006532,1,2018-12-22,10
WO-006533,1,2019-01-03,10
WO-006534,1,2019-01-18,8
WO-006536,1,2019-01-09,10
WO-006537,1,2019-01-09,8
WO-006540,1,2019-01-05,8
WO-006543,1,2019-01-14,10
WO-006544,1,2019-01-03,7
WO-006545,1,2018-12-31,9
WO-006546,1,2018-12-31,7
WO-006547,1,2018-12-28,8
WO-006550,1,2019-01-09,8
WO-006551,1,2019-01-10,10
WO-006551,2,2019-01-26,10
WO-006552,1,2019-01-09,6
WO-006553,1,2018-12-25,6
WO-006555,1,2018-12-28,6
WO-006556,1,2019-01-05,10
WO-006557,1,2019-01-06,9
WO-006559,1,2019-01-15,10
WO-006561,1,2019-01-03,9
WO-006564,1,2019-01-03,8
WO-006571,1,2019-01-04,8
WO-006575,1,2019-01-04,1
WO-006575,2,2019-01-16,3
WO-006576,1,2019-01-20,7
WO-006577,1,2019-01-12,4
WO-006577,2,2019-01-19,6
WO-006578,1,2019-01-02,7
WO-006580,1,2019-01-07,7
WO-006582,1,2019-01-10,6
WO-006585,1,2019-01-21,9
WO-006586,1,2018-12-27,8
WO-006586,2,2019-01-03,9
WO-006590,1,2019-01-12,6
WO-006592,1,2019-01-27,6
WO-006594,1,2019-01-22,8
WO-006595,1,2019-01-09,8
WO-006596,1,2018-12-31,7
WO-006600,1,2019-01-21,7
WO-006601,1,2019-01-10,8
WO-006602,1,2019-01-21,7
WO-006603,1,2019-01-04,9
WO-006604,1,2019-01-12,9
WO-006606,1,2019-01-18,10
WO-006607,1,2018-12-31,8
WO-006608,1,2019-01-08,8
WO-006610,1,2019-01-11,8
WO-006611,1,2019-01-27,5
WO-006611,2,2019-02-25,9
WO-006614,1,2019-01-10,8
WO-006615,1,2019-01-19,7
WO-006616,1,2019-01-08,7
WO-006617,1,2019-01-23,7
WO-006618,1,2019-01-11,7
WO-006620,1,2019-01-15,7
WO-006621,1,2019-01-14,9
WO-006622,1,2019-02-06,6
WO-006623,1,2019-01-12,9
WO-006626,1,2019-01-21,10
WO-006626,2,2019-02-05,10
WO-006630,1,2019-01-17,7
WO-006631,1,2019-01-17,8
WO-006633,1,2019-01-03,7
WO-006634,1,2019-01-17,9
WO-006635,1,2019-02-04,4
WO-006635,2,2019-02-20,7
WO-006636,1,2019-01-03,6
WO-006637,1,2019-01-21,8
WO-006638,1,2019-02-06,7
WO-006640,1,2019-01-22,10
WO-006641,1,2019-01-08,7
WO-006643,1,2019-01-15,8
WO-006644,1,2019-01-26,10
WO-006645,1,2019-01-13,7
WO-006646,1,2019-01-15,5
WO-006646,2,2019-02-07,8
WO-006652,1,2019-02-12,4
WO-006652,2,2019-03-11,7
WO-006653,1,2019-01-25,7
WO-006654,1,2019-01-09,7
WO-006656,1,2019-01-23,8
WO-006659,1,2019-01-28,7
WO-006660,1,2019-01-23,9
WO-006661,1,2019-01-16,7
WO-006662,1,2019-01-13,10
WO-006664,1,2019-01-21,7
WO-006665,1,2019-01-21,8
WO-006669,1,2019-01-21,7
WO-006671,1,2019-01-13,7
WO-006672,1,2019-01-27,3
WO-006672,2,2019-02-17,5
WO-006674,1,2019-01-14,8
WO-006675,1,2019-01-31,8
WO-006677,1,2019-01-15,10
WO-006678,1,2019-02-05,9
WO-006680,1,2019-01-17,7
WO-006682,1,2019-01-21,7
WO-006683,1,2019-01-22,8
WO-006684,1,2019-01-20,8
WO-006688,1,2019-01-27,8
WO-006689,1,2019-02-04,8
WO-006690,1,2019-01-24,7
WO-006693,1,2019-01-18,7
WO-006696,1,2019-02-07,10
WO-006698,1,2019-02-03,7
WO-006704,1,2019-01-18,8
WO-006706,1,2019-02-02,8
WO-006709,1,2019-01-22,7
WO-006710,1,2019-01-24,9
WO-006711,1,2019-02-14,3
WO-006711,2,2019-02-27,6
WO-006712,1,2019-01-19,7
WO-006713,1,2019-02-16,6
WO-006714,1,2019-01-19,8
